AttitudeToHomosexuality,HomosexualPeopleYouKnow,HowMuchYouAgreeThatMoreChildreanMoreBlessing,HowMuchYouAgreeThatHavingBoysBetterThanGirls,ReligiousBelief,OnlineShoppingFrequency,SocialMediaUsageFrequency,PaidByTheNation,HasStudiesAbroad,BornProvinceCityCounty,AnnualIncome,Birthyear,Birthmonth,MaritalStatus,ResidenceProvinceCityCounty,FatherEducation,MotherEducation,ArmyEnrollment,PoliticalRole,FatherResidenceType,MotherResidenceType,BornResidenceType,CurrentResidenceType,EducationLevel
2,0,,,9,2,1,1,2,350424,60000,1991,10,2,350402,9,4,2,1,2,2,3,4,9
4,1,,,9,1,1,1,2,350402,25080,1993,5,2,350402,8,7,2,2,2,2,3,4,9
2,0,,,3,2,1,1,2,350427,55000,1986,4,2,350402,,,2,3,2,2,3,4,9
3,0,,,3,1,1,,2,350423,20000,1968,10,2,350402,2,1,2,3,2,2,2,4,4
4,1,,,9,,,,2,350402,,2002,4,1,350402,3,,2,3,2,2,3,4,6
2,0,,,9,,,,2,350402,,1963,3,2,350402,2,1,2,3,2,2,2,4,4
1,0,,,9,3,2,1,2,350402,100000,1966,7,2,350402,7,2,2,3,2,2,2,4,4
1,0,4,4,9,4,4,2,2,360981,10000,1969,,2,360981,,1,2,3,1,1,1,1,3
2,0,5,5,9,4,2,,2,360981,50000,1968,,2,360981,6,2,2,3,1,1,1,1,3
3,0,4,3,9,4,4,,2,360981,60000,1964,,2,360981,,,2,3,1,1,1,1,3
2,0,4,3,9,4,1,,2,360981,6000,1964,,2,360981,,,2,3,1,1,1,1,4
2,0,3,4,9,4,4,,2,360981,80000,1957,,2,360981,1,1,2,3,1,1,1,1,3
2,0,3,4,9,4,4,,2,360981,1000,1957,,2,360981,1,1,2,3,1,1,1,1,3
3,0,2,5,3,1,1,,2,360981,10000,1988,,2,360981,2,2,2,3,1,1,1,1,3
2,0,2,5,9,4,2,,2,360981,80000,1983,,2,360981,2,3,2,3,1,1,1,1,4
3,0,3,3,3,,,,2,360981,,1960,12,2,360981,,1,2,3,1,1,1,1,4
3,0,3,3,9,,,,2,360981,,1972,,2,360981,2,1,2,3,1,1,1,1,2
3,0,4,3,9,4,4,,2,360981,0,1947,,4,360981,2,1,1,1,1,1,1,1,2
2,0,3,4,9,4,1,,2,360981,30000,1974,,2,360981,,1,2,3,1,1,1,1,3
3,0,3,4,9,4,2,,2,360981,0,1964,,2,360981,1,1,2,3,1,1,1,1,2
3,0,3,3,8,4,1,,2,360981,25000,1965,,2,360981,1,,2,3,1,1,1,1,3
2,0,4,4,9,1,1,2,2,360981,20000,1986,,2,360981,4,2,2,3,1,1,1,1,3
3,0,4,4,9,4,1,,2,360981,20000,1964,,2,360981,,,2,3,1,1,1,1,3
2,0,3,4,9,,,,2,360981,,1963,,2,360981,2,1,2,3,1,1,1,1,4
2,0,4,4,9,2,1,,2,360981,30000,1986,,2,360981,,,2,3,1,1,1,1,4
2,0,4,4,9,1,1,2,2,360981,0,1986,,2,360981,,,2,3,2,1,2,2,8
2,0,3,4,9,,,,,360981,,1955,,2,360981,3,1,2,3,1,1,1,1,1
3,0,1,1,9,,,,,360981,,1962,,1,360981,1,1,2,3,1,1,1,3,1
1,0,3,4,9,2,2,1,2,360981,99999,1979,,1,360981,1,1,2,3,1,1,1,2,9
3,0,2,4,9,,,,2,360982,,1966,,2,360981,,1,2,3,1,1,1,1,3
2,0,1,1,9,4,4,,2,360981,3000,1960,12,5,360981,,,2,3,1,1,1,1,3
3,0,3,4,3,,,,,360981,,1940,,2,360981,1,1,2,3,1,1,1,1,1
2,0,2,3,9,,,,2,360981,,1969,,2,360981,1,1,2,3,1,1,1,1,4
3,0,2,2,9,,,,,360981,,1957,,2,360926,1,1,2,3,1,1,1,1,1
3,0,4,4,9,4,4,,2,360981,8000,1970,,2,360981,1,1,2,3,1,1,1,1,4
3,0,2,3,9,4,4,,2,360981,2000,1972,,2,360981,,,2,3,1,1,1,1,4
2,0,3,3,9,4,4,,2,360981,20000,1976,,2,360981,,,2,3,1,1,1,1,2
2,0,4,3,9,4,2,,2,360981,70000,1974,,2,360981,3,,2,3,1,1,1,1,3
2,0,3,3,9,2,1,,2,360981,40000,1995,,1,360981,,,2,3,1,1,1,1,3
3,0,3,3,9,1,1,,2,360981,40000,1997,,1,360981,,,2,3,1,1,1,1,7
2,0,3,3,9,,,,2,360981,,1954,,2,360981,,,2,3,1,1,1,1,3
3,0,2,3,9,,,,2,360981,,1961,,2,360981,2,,2,3,1,1,1,1,2
3,0,2,3,9,4,2,,,360981,4000,1963,,2,360981,1,1,2,3,1,1,1,1,1
3,0,2,5,9,4,2,,2,360981,4000,1969,,2,360981,2,1,2,3,1,1,1,1,2
2,0,4,3,9,4,3,,2,360981,50000,1969,,2,360981,9,1,2,3,1,1,1,1,2
3,0,2,3,9,1,1,,2,430524,24000,1991,,2,360981,4,3,2,3,1,1,1,1,7
1,0,4,4,9,,,,2,360981,,1971,,2,360981,,1,2,3,1,1,1,1,3
2,0,2,3,9,,,,2,360981,,2000,9,1,360981,,,2,3,1,1,2,2,9
2,0,4,3,3,,,,2,360981,,1982,,4,360981,,,2,3,1,1,1,1,4
2,0,4,4,9,4,4,2,2,360981,50000,1947,,2,360981,3,2,2,3,2,1,2,2,5
2,0,4,4,9,,,,2,360981,,1972,,2,360981,2,2,2,3,1,1,1,1,3
3,0,4,4,9,,,,2,360981,,1998,,1,360981,,,2,3,1,1,1,1,9
2,0,3,4,9,2,1,,2,360981,20000,1977,,2,360981,2,2,2,3,1,1,1,1,3
3,0,3,5,9,,,,2,360981,,2003,,1,360981,,,2,3,1,1,1,1,3
1,0,2,4,2,4,4,,2,500100,13000,1962,,3,360981,1,1,2,3,1,1,1,1,2
2,0,2,5,2,4,4,,2,360981,13000,1964,,3,360981,2,2,2,3,1,1,1,1,2
1,0,4,5,9,4,4,,2,360824,30000,1966,,2,360981,1,1,2,3,1,1,1,1,2
1,0,4,5,9,1,1,,2,360981,0,1988,,2,360981,2,1,2,3,1,1,1,1,3
2,0,5,4,9,4,4,,,360900,30000,1946,,2,360981,1,1,2,3,1,1,1,1,1
4,0,4,5,9,4,4,,2,360981,0,1954,5,4,360981,2,1,2,3,1,1,1,1,3
3,0,4,4,9,4,4,,2,360981,15000,1950,,2,360981,1,1,2,3,1,1,1,1,2
2,0,2,4,9,4,4,,,360981,99999,1954,,2,360981,2,1,2,3,1,1,1,1,1
3,0,3,3,9,2,1,,2,360981,3000,2001,7,1,360981,,2,2,3,1,1,1,1,4
2,0,2,4,9,4,4,,2,360981,2200,1952,,2,360981,1,1,2,3,1,1,1,1,2
2,0,2,4,9,4,4,,2,360981,5000,1947,3,2,360981,1,1,1,3,1,1,1,2,3
2,0,3,3,9,4,4,,2,360981,20000,1958,,2,360981,1,,2,3,1,1,1,1,2
2,0,3,2,9,4,3,,2,361025,65000,1957,,2,360981,2,1,2,3,1,1,1,1,3
1,0,1,1,9,4,4,,2,360981,13000,1965,,2,360981,1,1,2,3,1,1,1,1,2
4,0,2,3,9,4,4,,2,360981,10000,1954,,2,360981,1,1,2,3,1,1,1,1,2
4,0,2,3,9,,,,,360981,,1941,,2,360981,2,1,2,3,1,1,1,1,1
2,0,3,5,9,4,4,,2,360981,600,1947,8,2,360981,,1,2,3,1,1,1,1,2
2,0,2,2,9,4,4,,,360981,600,1948,,2,360981,2,1,2,3,1,1,1,1,1
2,0,5,5,9,4,4,,2,360981,40000,1960,,2,360981,,1,2,3,1,1,1,1,3
2,0,3,5,9,,,,2,360981,,1963,,2,360981,1,1,2,3,1,1,1,1,2
2,0,4,4,9,,,,2,360981,,2002,,1,360981,,,2,3,1,1,1,1,4
2,0,2,4,9,,,,2,360981,,1998,,1,360981,,,2,3,1,1,1,1,4
2,0,4,5,9,4,4,,2,360981,1000,1947,,2,360981,1,1,2,3,1,1,1,1,2
1,0,4,4,9,4,4,,,360981,20000,1958,,2,360981,3,1,2,3,1,1,1,1,1
2,0,4,4,9,4,4,,2,360981,20000,1963,,2,360981,1,1,2,3,1,1,1,1,2
3,0,2,4,3,4,4,,2,360981,20000,1965,,2,360981,1,1,2,3,1,1,1,1,2
2,0,1,4,9,4,4,,2,360981,20000,1963,,2,360981,1,1,2,3,1,1,1,1,2
2,0,4,4,9,4,4,,2,360981,0,1964,,2,360981,2,,2,3,1,1,1,1,3
3,0,2,4,9,,,,2,360981,,1967,,2,360981,1,5,2,3,1,1,1,1,2
3,0,4,2,9,4,4,,2,360981,3000,1956,,2,360981,,1,2,3,1,1,1,1,3
4,0,3,2,9,,,,2,360981,,1954,,2,360981,,1,2,3,1,1,1,2,4
1,0,5,3,3,2,2,,2,361123,0,1965,,2,361123,1,3,2,3,1,1,1,1,4
2,0,3,3,3,4,4,,2,361123,10000,1967,,2,361123,1,1,2,3,1,1,1,1,3
3,0,3,4,9,,,,2,361123,,2003,8,1,361123,,,2,3,1,1,1,1,3
2,0,4,4,9,4,4,,2,361123,30000,1961,,2,361123,1,1,2,3,1,1,1,1,2
2,0,4,3,9,4,1,,2,361123,10000,1963,,2,361123,1,2,2,3,1,1,1,1,3
2,0,4,4,9,1,1,,2,361123,25000,1981,,2,361123,,2,2,3,1,1,1,1,3
1,0,5,5,9,4,2,,2,361123,40000,1974,,2,361123,1,1,2,3,1,1,1,1,2
1,0,4,4,9,4,1,,2,361123,22000,1976,,2,361123,,,2,3,1,1,1,1,3
2,0,2,5,2,4,4,,2,361123,7960,1939,,2,361123,99,1,2,3,1,1,1,1,2
2,0,3,3,2,4,4,,,361123,3500,1950,,2,361123,2,1,2,3,1,1,1,1,1
2,0,4,4,9,4,4,,,361123,70000,1966,,2,361123,1,1,2,3,1,1,1,1,1
2,0,4,4,9,4,1,,2,361123,60000,1963,8,2,361123,4,1,2,3,1,1,1,1,3
2,0,2,4,8,,,,2,361123,,1967,7,2,361123,1,1,2,3,1,1,1,1,2
1,0,4,5,9,1,1,,2,361123,0,1991,11,2,361123,,,2,3,1,1,1,1,3
3,0,4,4,9,1,1,,2,361123,7000,1990,9,2,361123,3,3,2,3,1,1,1,1,7
1,0,3,5,9,2,1,2,2,361123,50000,1988,12,2,361123,4,3,2,3,1,1,1,1,3
2,0,3,3,9,,,,2,361129,,1981,1,2,361129,1,1,2,3,1,1,1,1,2
1,0,5,5,9,2,1,,2,361123,70000,1973,11,2,361123,,,2,3,1,1,1,1,3
1,0,5,5,9,,,,2,361123,,1974,3,2,361123,4,2,2,3,2,1,1,1,2
3,0,4,4,9,2,1,,2,361123,50000,1998,,1,361123,,,2,3,1,1,1,1,3
3,0,4,4,9,,,,,361123,,1956,,2,361123,1,1,2,3,1,1,1,1,1
2,0,3,3,9,4,4,,2,361123,4000,1955,,2,361123,1,1,2,3,1,1,1,1,2
3,0,5,5,9,2,1,,2,361123,38500,2000,,1,361123,,,2,3,,1,1,1,3
2,0,4,3,9,,,,2,361123,,2002,,1,361123,2,,2,3,1,1,1,1,3
2,0,4,3,9,,,,2,361123,,2001,,1,361123,,,2,3,1,1,1,1,5
4,0,4,4,9,,,,2,361123,,2000,,1,361123,,,2,3,1,1,1,1,4
2,0,4,4,9,4,4,,2,361123,27500,1966,,2,361123,,1,2,3,1,1,1,1,2
3,0,1,5,9,4,1,,,361123,30000,1970,,3,361123,,1,2,3,1,1,1,1,1
1,0,5,5,9,4,1,,2,361123,35000,1962,,2,361123,1,,2,3,1,1,1,1,3
1,0,1,5,9,3,2,,2,361123,30000,1970,,2,361123,1,1,2,3,1,1,1,1,2
3,0,4,4,9,4,4,,2,361123,40000,1967,,2,361123,1,1,2,3,1,1,1,1,3
2,0,2,4,9,,,,2,361123,,2002,,1,361123,,,2,3,1,1,1,1,3
2,0,1,5,3,4,4,,,361103,25000,1957,,2,361123,1,1,2,3,1,1,1,1,1
1,0,1,4,3,4,4,,2,361123,24960,1954,,2,361123,1,1,2,3,1,1,1,1,2
2,0,4,4,3,4,4,,2,361123,10000,1962,,2,361123,1,1,2,3,1,1,1,1,4
2,0,1,5,9,4,4,,2,361123,20000,1964,,2,361123,2,1,2,3,1,1,1,1,2
2,0,4,4,3,2,1,,2,361123,6000,1985,10,2,361123,,,2,3,1,1,1,1,3
3,0,3,3,9,4,1,,2,361123,26000,1966,,2,361123,,,2,3,1,1,1,1,2
2,0,2,2,9,,,,,361123,,1967,,2,361123,1,1,2,3,1,1,1,1,1
2,0,4,4,9,1,1,,2,361123,25000,1991,,1,361123,,,2,3,1,1,1,1,6
2,0,3,4,9,1,1,,2,361123,43400,1989,,2,361123,,,2,3,1,1,1,1,7
2,0,3,3,9,1,1,,2,361123,5000,1989,7,2,361123,2,2,2,3,1,1,1,1,4
2,0,3,3,9,1,2,,2,361123,30000,1976,,2,361123,2,1,2,3,1,1,1,1,3
3,0,4,4,9,2,1,,2,361123,35000,1974,,2,361123,2,1,2,3,1,1,1,1,3
4,0,5,5,9,,,,2,361123,,2002,,1,361123,,,2,3,1,1,1,1,3
3,0,4,4,3,4,4,,2,361123,1000,1971,10,2,361123,3,1,2,3,1,1,1,1,2
3,0,4,5,9,4,4,,2,361123,35000,1969,11,2,361123,2,1,2,3,1,1,1,1,3
1,0,3,5,3,1,1,2,2,361123,20000,1990,3,2,361123,2,2,2,3,1,1,1,1,3
3,0,3,3,3,,,,2,361123,,2002,12,1,361123,,,2,3,1,1,1,1,3
2,0,1,2,3,4,4,,,361123,0,1963,5,2,361123,4,,2,3,1,1,1,1,1
2,0,4,4,9,4,4,,2,361123,4000,1954,,2,361123,2,1,2,3,1,1,1,1,3
2,0,2,4,3,4,4,,,361123,720,1958,,2,361123,,1,2,3,1,1,1,1,1
2,0,4,3,9,3,1,2,2,361123,40000,1969,,2,361123,2,2,2,3,1,1,1,1,4
2,0,3,4,3,,,,2,361123,,1955,,2,361123,2,1,2,1,1,1,1,1,2
2,0,5,1,3,,,,,361123,,1958,,2,361123,1,1,2,3,1,1,1,1,1
1,0,4,3,9,4,4,,2,361123,0,1955,,2,361123,,,2,3,1,1,1,1,2
3,0,3,2,9,4,2,,2,361123,20000,1963,12,2,361123,2,1,2,3,1,1,1,1,4
2,0,1,4,9,4,4,,2,361123,1200,1948,7,2,361123,2,1,2,3,1,1,1,1,2
3,0,3,4,9,4,1,2,2,320830,15000,1969,3,2,361123,2,1,2,3,1,1,1,1,5
1,0,3,4,9,2,1,1,2,361123,80000,1994,6,2,361123,,,2,3,1,1,1,1,9
2,0,2,5,9,4,4,,2,361123,25000,1971,8,2,361123,2,,2,3,1,1,1,1,2
1,0,2,4,9,,,,2,361123,,1954,4,2,361123,99,99,2,3,1,1,1,1,2
3,0,3,2,9,4,3,,2,361123,1000,1950,11,2,361123,2,2,2,3,1,1,1,1,2
1,0,5,5,9,4,4,,2,361123,3500,1955,10,2,361123,1,1,2,3,1,1,1,1,2
3,0,3,3,9,,,,2,361123,,2002,11,1,361123,,,2,3,1,1,1,1,3
3,0,3,4,9,,,,2,361123,,1958,12,2,361123,1,,2,3,1,1,1,1,3
2,0,1,5,9,,,,,361123,,1962,10,2,361123,,1,2,3,1,1,1,1,1
3,0,2,4,9,4,4,,2,361123,99999,1955,8,2,361123,2,1,2,3,1,1,1,1,2
3,0,4,2,9,4,4,,2,361123,10000,1954,11,2,361123,2,1,2,3,1,1,1,1,4
3,0,3,5,3,4,3,,2,361123,10000,1955,10,2,361123,1,1,2,3,1,1,1,1,3
3,0,3,4,3,,,,2,361123,,1960,2,2,361123,2,2,2,3,2,2,1,1,2
1,0,2,2,3,3,1,,2,361123,75000,1983,10,2,361123,,,2,3,1,1,1,1,3
1,0,2,4,9,1,1,,2,511602,55000,1987,6,2,361123,,,2,3,1,1,1,1,2
2,0,3,4,9,,,,2,361123,,1957,1,2,361123,2,2,2,3,1,1,1,1,4
3,0,4,4,9,,,,2,361123,,1955,12,2,361123,2,2,2,1,2,1,1,1,3
2,0,4,5,9,,,,2,361123,,2003,2,1,361123,,,2,3,1,1,1,1,3
1,0,1,1,9,4,4,,2,361123,30000,1962,10,2,361123,,2,2,3,1,1,1,1,2
3,0,3,3,9,4,4,,2,361123,600,1967,8,2,361123,1,1,2,3,1,1,1,1,2
1,0,2,3,9,4,4,,2,361123,10000,1971,10,2,361123,,,2,3,1,1,1,1,3
3,1,4,5,9,,,,2,361123,,2003,11,1,361123,,,2,3,1,1,1,1,3
2,0,1,5,9,4,1,,2,361123,55000,1973,9,2,361123,2,2,2,3,1,1,1,1,3
1,0,3,5,3,,,,2,361123,,1968,5,2,361123,2,1,2,3,1,1,1,1,3
3,0,4,5,9,,,,2,361123,,1957,1,2,361123,1,1,2,3,1,1,1,1,2
3,0,2,4,9,,,,2,361123,,1964,6,2,361123,1,1,2,3,1,1,1,1,2
2,0,4,5,9,4,4,,2,361123,0,1957,8,2,361123,2,1,2,3,1,1,1,1,2
1,0,4,5,9,,,,2,361123,,1958,12,2,361123,,1,2,3,1,1,1,1,2
2,0,4,5,3,,,,2,361123,,1964,3,2,361123,,1,2,3,1,1,1,1,2
1,0,3,4,9,,,,2,361123,,1995,10,1,361123,,,2,3,1,1,1,1,8
3,0,5,4,3,,,,2,361123,,1963,8,2,361123,2,1,2,3,1,1,1,3,2
3,0,1,4,9,,,,2,361123,,1964,6,2,361123,3,1,2,3,1,1,1,1,3
3,0,1,3,9,4,4,,2,361123,10000,1958,12,5,361123,1,1,2,3,1,1,1,1,2
2,0,2,3,9,4,4,,2,361123,12000,1961,3,2,361123,2,2,2,3,1,1,1,1,4
3,0,,,9,1,1,,2,360725,100000,1991,,1,360725,,,2,3,1,1,1,3,8
1,0,,,9,4,3,,2,360725,0,1963,,2,360725,,,2,3,1,1,1,1,3
2,0,,,9,,,,2,360725,,1968,,2,360725,4,1,2,3,1,1,1,1,2
3,0,,,9,,,,2,360725,,1992,,1,360725,2,3,2,3,2,2,3,4,9
3,0,,,9,1,2,,2,360725,30000,1980,,4,360725,3,,2,3,2,2,3,4,3
3,0,,,9,,,,2,360725,,2002,,1,360725,3,,2,3,1,2,3,4,5
3,0,,,9,3,2,,2,360725,30000,1970,,2,360725,1,1,2,3,1,1,1,1,3
2,0,,,9,,,,2,360725,,1970,6,2,360725,3,1,2,3,1,1,1,1,4
2,0,,,9,3,1,,2,360725,0,1987,,2,360725,,,2,3,1,1,1,1,4
2,0,,,9,2,1,,2,360725,30000,1981,,2,360725,,,2,3,1,1,1,1,3
2,0,,,9,3,1,,2,360725,24000,1968,,2,360725,,1,2,3,1,1,1,1,2
3,0,,,9,,,,2,360725,,1997,,1,360725,,,2,3,1,1,1,1,9
2,0,,,9,3,3,1,2,360725,80000,1968,,2,360725,8,1,2,3,1,1,1,4,3
2,0,,,9,,,,2,360725,,1962,,2,360725,1,1,2,3,1,1,2,4,4
2,0,,,9,4,1,1,2,360725,25000,1956,,2,360725,2,2,2,1,1,1,1,4,8
3,0,,,9,,,,2,360725,,1957,,2,360725,1,1,2,3,,,3,4,4
2,0,,,9,3,1,1,2,360725,30000,1989,,1,360725,,,2,3,2,2,3,4,9
3,0,,,9,1,1,1,2,360725,36000,1989,,2,360725,8,4,2,3,2,2,3,4,9
3,0,,,9,1,1,1,2,360725,75000,1983,2,2,360725,,,2,1,2,1,3,4,9
2,0,,,9,3,1,,2,360725,20000,1967,,2,360725,,,2,3,1,1,1,1,3
2,0,,,9,4,3,,2,360725,120000,1960,,2,360725,1,1,2,3,2,1,1,1,3
3,0,,,9,1,1,,2,450502,12000,1984,,2,360725,3,3,2,3,1,1,1,1,4
2,0,,,3,4,2,,2,360725,50000,1974,,2,360725,5,,2,3,2,1,1,1,3
1,0,,,3,3,1,,2,360725,50000,1974,,2,360725,3,2,2,3,2,2,3,4,7
2,0,,,9,2,1,,2,360725,60000,1996,,1,360725,,,2,3,1,2,1,1,7
1,0,,,9,,,,2,360725,,1966,2,2,360725,1,1,2,3,1,1,1,1,3
3,0,,,9,,,,2,360725,,1966,8,2,360725,1,1,2,3,1,1,1,1,2
2,0,,,9,,,,2,360725,,1974,,2,360725,1,1,2,3,1,1,1,1,2
2,0,,,9,2,1,2,2,360725,50000,1965,,2,360725,,2,2,3,2,1,1,4,4
1,0,,,9,3,1,1,2,360725,50000,1966,,2,360725,1,1,2,3,1,1,1,1,9
2,0,,,9,1,1,1,2,360725,20000,1969,,2,360725,2,2,2,3,2,2,2,2,4
3,0,,,9,4,1,1,2,360781,70000,1965,,2,360725,1,1,2,1,1,1,1,3,9
3,0,,,9,3,1,1,2,360725,100000,1965,,2,360725,,,2,3,2,2,2,2,8
3,0,,,9,,,,2,360725,,1966,,2,360725,1,1,2,3,2,2,2,2,8
3,0,,,9,1,1,1,2,360725,200000,1991,,1,360725,,,2,3,2,2,2,2,9
2,0,,,9,4,1,1,2,360725,50000,1980,,2,360725,2,2,2,3,1,1,1,3,9
2,0,,,9,2,1,1,2,360725,50000,1980,,2,360725,3,2,2,3,1,1,1,3,9
2,0,,,9,,,,2,360725,,2002,,1,360725,,,2,3,1,1,1,1,4
2,0,,,9,4,2,1,2,360725,50000,1969,,2,360725,9,,2,1,2,2,2,2,8
2,0,,,9,1,1,,2,360725,30000,1972,,2,360725,,,2,3,2,2,2,2,7
3,0,,,9,,,,2,360725,,1997,,1,360725,,,2,3,2,2,2,4,9
2,0,,,9,,,,2,360725,,1955,,2,360725,2,1,2,1,1,1,1,1,9
2,0,,,9,1,1,1,2,360725,50000,1981,,2,360725,4,,2,1,1,1,3,4,9
2,0,,,9,1,1,1,2,360725,50000,1984,,2,360725,4,4,2,3,1,1,3,4,9
3,0,,,9,1,1,2,2,360725,40000,1974,,2,360725,1,1,2,3,1,1,1,1,4
3,0,,,9,2,1,,2,360725,0,1974,10,2,360725,2,1,2,3,1,1,1,1,2
3,0,,,9,1,1,,2,360725,80000,1972,9,2,360725,2,2,2,3,1,1,3,4,3
3,0,,,9,3,3,,2,360725,15000,1966,5,2,360725,2,1,1,1,2,2,3,4,3
1,0,,,9,3,1,,2,360725,5400,1970,6,2,360725,2,1,2,3,2,1,1,3,3
3,0,,,9,,,,2,360725,,2000,1,1,360725,,,2,3,1,1,1,3,4
3,0,,,9,2,1,,2,360725,100000,1976,7,2,360725,3,2,2,3,1,1,1,3,4
3,0,,,9,1,1,,2,360725,100000,1976,10,2,360725,2,2,2,3,1,1,1,3,4
3,0,,,9,3,1,1,2,360725,40000,1978,10,2,360725,2,2,1,1,2,2,3,4,8
2,0,,,9,,,,2,430204,,1982,10,2,430204,2,1,2,3,1,1,1,1,4
3,0,,,9,3,1,1,2,360725,50000,1979,,2,360725,2,2,2,1,1,1,3,4,9
2,0,,,9,4,1,1,2,360725,50000,1980,,2,360725,2,1,2,3,1,1,3,4,9
2,0,,,9,3,1,,2,360725,100000,1974,6,2,360725,3,3,2,3,1,1,1,1,3
3,0,,,9,1,1,,,360725,50000,1979,7,1,360725,3,2,2,3,1,1,1,1,1
2,0,,,9,,,,2,360725,,1955,,2,360725,1,1,2,3,1,1,3,4,2
1,0,,,9,2,2,,2,360725,30000,1974,8,2,360725,1,1,2,3,1,1,1,1,3
1,0,,,9,3,2,,2,360725,20000,1975,10,2,360725,3,3,2,3,1,1,2,2,3
2,0,,,9,3,3,,2,360725,20000,1968,9,2,360725,1,1,2,3,1,1,2,2,3
2,0,,,9,2,1,,2,360725,0,1995,9,1,360725,,,2,3,2,2,2,2,9
3,0,,,9,3,1,1,2,360725,48000,1978,10,2,360725,2,1,2,3,1,1,1,3,9
3,0,,,9,,,,2,360725,,1979,12,2,360725,2,2,2,3,2,1,2,4,7
2,0,,,9,3,3,,2,360725,30000,1970,5,2,360725,2,1,2,3,1,1,1,1,4
2,0,,,9,,,,2,360725,,1974,8,2,360725,2,1,2,3,1,1,1,1,2
2,0,4,4,9,4,1,,2,360734,20000,1977,,2,360734,4,2,2,3,1,1,1,3,3
1,0,4,4,9,2,1,,2,360734,20000,1975,,2,360734,2,1,2,3,1,1,1,3,3
1,0,4,4,9,1,1,2,2,360734,13000,1996,,1,360734,,,2,3,1,1,1,3,9
2,0,2,2,9,,,,,360734,,1955,,2,360734,2,1,2,3,1,1,1,1,1
3,0,5,4,9,4,3,,2,360734,50000,1975,,2,360734,4,,2,3,1,1,1,1,3
3,0,2,4,9,4,4,,2,360734,4000,1962,,2,360734,2,2,2,3,1,1,1,3,2
3,0,3,4,9,4,4,,,360734,4000,1963,,2,360734,1,1,2,3,1,1,1,3,1
2,0,2,2,9,4,2,,2,360734,50000,1978,,2,360734,2,,2,3,1,1,1,1,3
1,0,2,4,9,4,4,,2,360734,7200,1963,,2,360734,1,1,2,3,1,1,1,1,2
3,0,1,4,9,4,4,,2,360734,0,1966,,2,360734,2,,2,3,1,1,1,1,2
1,0,2,3,9,4,4,,2,360734,20000,1954,,2,360734,2,1,2,3,1,1,1,3,2
2,0,2,2,9,4,4,,,360734,9000,1954,,2,360734,2,1,2,3,1,1,1,3,1
1,0,4,2,9,4,3,,2,360734,44000,1965,,2,360734,2,1,2,3,1,1,1,3,3
1,0,4,2,9,4,3,,2,360734,54000,1964,,2,360734,1,1,2,3,1,1,1,3,3
3,0,4,4,9,4,1,2,2,360734,324900,1968,,2,360734,3,,2,3,1,1,1,3,2
2,0,4,3,9,4,4,,2,360734,35000,1967,,2,360734,,,2,3,1,1,1,3,2
1,0,4,3,9,2,1,2,2,360734,0,1989,,1,360734,,,2,3,1,1,1,3,8
3,0,4,4,9,,,,2,360734,,1996,6,2,360734,3,2,2,3,1,1,1,3,3
2,0,4,4,9,4,1,,2,360734,50000,1983,,2,360734,2,2,2,3,1,1,1,3,3
3,0,4,4,9,4,1,,2,360734,50000,1980,,2,360734,2,1,2,3,1,1,1,3,3
2,0,4,4,9,3,1,,2,360734,16000,1968,,2,360734,2,2,2,3,1,1,1,1,2
1,0,2,4,9,4,4,,2,360734,20000,1967,,2,360734,1,1,2,3,1,1,1,1,2
2,0,3,3,9,4,1,,2,360734,70000,1973,,2,360734,7,1,2,3,1,1,1,3,3
2,0,2,4,9,4,3,,,360734,70000,1969,,2,360734,2,1,2,3,1,1,1,3,1
3,0,3,3,9,4,4,,2,360734,20000,1970,,2,360734,1,1,2,3,1,1,1,3,2
3,0,4,4,9,4,4,,2,360734,10000,1973,,2,360734,1,1,2,3,1,1,1,3,2
2,0,4,4,9,3,2,,2,360734,30000,1971,,2,360734,2,1,2,3,1,1,1,1,2
2,0,2,4,9,4,4,,,360734,30000,1971,,2,360734,3,1,2,3,1,1,1,3,1
3,0,3,3,9,4,4,,2,360734,35000,1956,,2,360734,,1,1,1,1,1,1,3,4
3,0,3,3,9,4,4,,,360734,30000,1959,,2,360734,,,2,3,1,1,1,3,1
2,0,3,3,9,4,4,,2,360734,30000,1983,,2,360734,,,2,3,1,1,1,3,3
2,0,4,3,9,,,,,441424,,1981,,2,360734,1,,2,3,1,1,1,3,
2,0,2,2,9,2,1,,2,360734,80000,1973,,2,360734,,,2,3,1,1,1,3,3
4,0,3,4,9,4,4,,2,360734,25000,1973,,2,360734,2,1,2,3,1,1,1,3,2
2,0,4,2,9,4,4,,2,360734,80000,1972,,2,360734,3,2,2,3,1,1,1,3,2
3,0,4,1,9,4,4,,2,360734,80000,1973,,2,360734,2,1,2,3,1,1,1,3,2
1,0,2,3,9,3,1,,2,360734,70000,1979,,2,360734,3,1,2,3,1,1,1,3,2
2,0,4,3,9,2,1,,2,360730,5000,1981,,2,360734,3,1,2,3,2,2,3,4,3
3,0,3,3,9,,,,2,360734,,2003,,1,360734,,,2,3,1,2,1,1,3
3,0,4,3,9,4,4,,2,360734,15000,1954,,2,360734,2,2,2,1,1,1,1,3,3
3,0,4,4,9,,,,2,360734,,1958,,2,360734,,,2,3,1,1,1,3,2
